time,filename,opd_retrieved,tip_retrieved,tilt_retrieved,y_shift_retrieved,x_shift_retrieved
1577957388.151603,psf_trial4_00001337.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957388.851821,psf_trial4_00001342.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957389.551380,psf_trial4_00001347.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957390.248570,psf_trial4_00001352.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957390.942673,psf_trial4_00001357.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957391.638800,psf_trial4_00001361.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957392.348330,psf_trial4_00001366.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957393.039225,psf_trial4_00001371.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957393.742169,psf_trial4_00001376.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957394.584761,psf_trial4_00001381.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957395.279004,psf_trial4_00001386.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957395.975352,psf_trial4_00001391.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957396.666893,psf_trial4_00001396.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957397.363710,psf_trial4_00001401.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957398.055526,psf_trial4_00001406.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957398.763489,psf_trial4_00001411.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957399.474337,psf_trial4_00001415.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957400.175861,psf_trial4_00001420.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957400.880997,psf_trial4_00001425.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957401.572258,psf_trial4_00001430.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957402.261003,psf_trial4_00001435.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957402.961786,psf_trial4_00001440.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957403.663203,psf_trial4_00001445.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957404.368586,psf_trial4_00001449.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957405.071518,psf_trial4_00001454.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957405.768243,psf_trial4_00001459.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957406.478744,psf_trial4_00001464.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957407.194583,psf_trial4_00001469.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957407.882425,psf_trial4_00001474.fits,-0.003440,-0.005354,-10.057906,50.000000,50.000000
1577957408.578555,psf_trial4_00001479.fits,-0.003440,-0.005354,-10.057906,50.000000,50.000000
1577957409.273193,psf_trial4_00001484.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957409.962179,psf_trial4_00001489.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957410.655014,psf_trial4_00001493.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957411.354461,psf_trial4_00001498.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957412.049147,psf_trial4_00001503.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957412.738576,psf_trial4_00001508.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957413.589952,psf_trial4_00001513.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957414.285527,psf_trial4_00001518.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957414.974091,psf_trial4_00001523.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957415.673777,psf_trial4_00001528.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957416.377324,psf_trial4_00001533.fits,-0.003440,-0.005354,-10.057906,50.000000,50.000000
1577957417.087515,psf_trial4_00001538.fits,-0.003440,-0.005354,-10.057906,50.000000,50.000000
1577957417.801344,psf_trial4_00001543.fits,-0.003440,-0.005354,-10.057906,50.000000,50.000000
1577957418.496286,psf_trial4_00001548.fits,-0.003440,-0.005354,-10.057906,50.000000,50.000000
1577957419.197291,psf_trial4_00001553.fits,-0.003440,-0.005354,-10.057906,50.000000,50.000000
1577957419.887061,psf_trial4_00001558.fits,-0.003440,-0.005354,-10.057906,50.000000,50.000000
1577957420.577082,psf_trial4_00001562.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957421.273945,psf_trial4_00001567.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957421.971374,psf_trial4_00001572.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957422.684065,psf_trial4_00001577.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957423.383856,psf_trial4_00001582.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957424.084945,psf_trial4_00001587.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957424.780616,psf_trial4_00001591.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957425.477629,psf_trial4_00001596.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957426.189216,psf_trial4_00001601.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957426.900053,psf_trial4_00001606.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957427.601525,psf_trial4_00001611.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957428.313069,psf_trial4_00001616.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957429.010332,psf_trial4_00001621.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957429.717963,psf_trial4_00001626.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957430.415465,psf_trial4_00001631.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957431.133692,psf_trial4_00001636.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957431.845128,psf_trial4_00001641.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957432.556559,psf_trial4_00001645.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957433.269003,psf_trial4_00001650.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957433.987968,psf_trial4_00001655.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957434.684156,psf_trial4_00001660.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957435.393944,psf_trial4_00001665.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957436.108646,psf_trial4_00001670.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957436.810412,psf_trial4_00001675.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957437.503508,psf_trial4_00001680.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957438.195552,psf_trial4_00001685.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957438.904382,psf_trial4_00001690.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957439.626069,psf_trial4_00001694.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957440.342841,psf_trial4_00001699.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957441.047888,psf_trial4_00001704.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957441.768621,psf_trial4_00001709.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957442.477330,psf_trial4_00001714.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957443.178668,psf_trial4_00001719.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957443.876726,psf_trial4_00001724.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957444.603240,psf_trial4_00001729.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957445.296250,psf_trial4_00001734.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957446.002593,psf_trial4_00001739.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957446.713943,psf_trial4_00001744.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957447.411944,psf_trial4_00001749.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957448.114410,psf_trial4_00001754.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957448.824481,psf_trial4_00001759.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957449.529371,psf_trial4_00001764.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957450.232286,psf_trial4_00001768.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957450.943783,psf_trial4_00001773.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957451.672298,psf_trial4_00001778.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957452.462139,psf_trial4_00001783.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957453.187180,psf_trial4_00001788.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957453.883223,psf_trial4_00001793.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957454.577811,psf_trial4_00001798.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957455.299391,psf_trial4_00001803.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957456.007854,psf_trial4_00001808.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957456.712296,psf_trial4_00001813.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957457.433284,psf_trial4_00001818.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957458.140571,psf_trial4_00001823.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957458.850003,psf_trial4_00001828.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957459.559133,psf_trial4_00001833.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957460.263718,psf_trial4_00001838.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957460.984989,psf_trial4_00001843.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957461.691987,psf_trial4_00001848.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957462.413565,psf_trial4_00001853.fits,-0.003319,-0.005496,-9.052992,50.000000,50.000000
1577957463.110835,psf_trial4_00001858.fits,-0.003166,-0.005609,-8.042374,50.000000,50.000000
1577957463.826584,psf_trial4_00001863.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957464.537352,psf_trial4_00001868.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957465.231140,psf_trial4_00001872.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957465.937048,psf_trial4_00001877.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957466.636081,psf_trial4_00001882.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957467.337399,psf_trial4_00001887.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957468.035145,psf_trial4_00001892.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957468.752843,psf_trial4_00001897.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957469.457092,psf_trial4_00001902.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957470.150405,psf_trial4_00001907.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957470.901232,psf_trial4_00001912.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957471.671053,psf_trial4_00001916.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957472.376762,psf_trial4_00001921.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957473.084295,psf_trial4_00001926.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957473.784217,psf_trial4_00001931.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957474.489702,psf_trial4_00001936.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957475.196947,psf_trial4_00001941.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957475.896659,psf_trial4_00001946.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957476.613430,psf_trial4_00001951.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957477.325767,psf_trial4_00001956.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957478.035463,psf_trial4_00001961.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957478.752374,psf_trial4_00001966.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957479.460180,psf_trial4_00001971.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957480.161950,psf_trial4_00001976.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957480.870366,psf_trial4_00001981.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957481.581731,psf_trial4_00001986.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957482.296120,psf_trial4_00001991.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957483.005112,psf_trial4_00001996.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957483.719578,psf_trial4_00002000.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957484.420546,psf_trial4_00002005.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957485.130572,psf_trial4_00002010.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957485.839184,psf_trial4_00002015.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957486.548039,psf_trial4_00002020.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957487.254279,psf_trial4_00002025.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957487.965330,psf_trial4_00002030.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957488.668096,psf_trial4_00002035.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957489.374210,psf_trial4_00002040.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957490.086292,psf_trial4_00002045.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957490.908834,psf_trial4_00002050.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957491.618247,psf_trial4_00002055.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957492.329257,psf_trial4_00002060.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957493.029152,psf_trial4_00002065.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957493.730383,psf_trial4_00002070.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957494.453326,psf_trial4_00002075.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957495.167867,psf_trial4_00002080.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957495.868478,psf_trial4_00002085.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957496.574083,psf_trial4_00002090.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957497.277084,psf_trial4_00002095.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957497.991146,psf_trial4_00002100.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957498.705668,psf_trial4_00002105.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957499.423944,psf_trial4_00002110.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957500.128101,psf_trial4_00002115.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957500.833616,psf_trial4_00002120.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957501.541479,psf_trial4_00002125.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957502.256255,psf_trial4_00002130.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957502.960625,psf_trial4_00002135.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957503.673953,psf_trial4_00002140.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957504.376484,psf_trial4_00002145.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957505.087827,psf_trial4_00002149.fits,-0.003047,-0.005741,-7.031338,50.000000,50.000000
1577957505.786184,psf_trial4_00002154.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957506.497863,psf_trial4_00002159.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957507.211888,psf_trial4_00002164.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957507.925535,psf_trial4_00002169.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957508.649002,psf_trial4_00002174.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957509.358749,psf_trial4_00002179.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957510.203000,psf_trial4_00002184.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957510.919237,psf_trial4_00002189.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957511.626141,psf_trial4_00002194.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957512.343876,psf_trial4_00002199.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957513.043722,psf_trial4_00002204.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957513.750539,psf_trial4_00002209.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957514.457050,psf_trial4_00002214.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957515.164657,psf_trial4_00002219.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957515.872836,psf_trial4_00002224.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957516.577448,psf_trial4_00002229.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957517.286567,psf_trial4_00002234.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957518.001687,psf_trial4_00002239.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957518.712138,psf_trial4_00002244.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957519.434738,psf_trial4_00002249.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957520.144029,psf_trial4_00002254.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957520.893734,psf_trial4_00002259.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957521.608968,psf_trial4_00002264.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957522.334914,psf_trial4_00002269.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957523.050971,psf_trial4_00002274.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957523.777886,psf_trial4_00002279.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957524.491179,psf_trial4_00002284.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957525.202518,psf_trial4_00002289.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957525.906276,psf_trial4_00002294.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957526.610594,psf_trial4_00002299.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957527.328293,psf_trial4_00002304.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957528.044869,psf_trial4_00002309.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957528.758721,psf_trial4_00002314.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957529.617167,psf_trial4_00002319.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957530.332134,psf_trial4_00002324.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957531.040160,psf_trial4_00002329.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957531.756672,psf_trial4_00002334.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957532.493117,psf_trial4_00002339.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957533.211871,psf_trial4_00002345.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957533.923067,psf_trial4_00002349.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957534.650388,psf_trial4_00002354.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957535.383566,psf_trial4_00002360.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957536.089752,psf_trial4_00002365.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957536.799546,psf_trial4_00002370.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957537.523127,psf_trial4_00002374.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957538.226442,psf_trial4_00002379.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957538.948904,psf_trial4_00002384.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957539.668351,psf_trial4_00002389.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957540.378524,psf_trial4_00002394.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957541.102792,psf_trial4_00002399.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957541.826303,psf_trial4_00002404.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957542.534881,psf_trial4_00002410.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957543.259908,psf_trial4_00002414.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957543.973140,psf_trial4_00002419.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957544.694536,psf_trial4_00002424.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957545.407636,psf_trial4_00002429.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957546.133700,psf_trial4_00002434.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957546.847685,psf_trial4_00002439.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957547.573839,psf_trial4_00002444.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957548.294956,psf_trial4_00002450.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957549.142656,psf_trial4_00002454.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957549.874106,psf_trial4_00002459.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957550.596345,psf_trial4_00002464.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957551.319928,psf_trial4_00002469.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957552.043393,psf_trial4_00002475.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957552.759627,psf_trial4_00002479.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957553.474383,psf_trial4_00002484.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957554.189081,psf_trial4_00002489.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957554.905674,psf_trial4_00002494.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957555.614788,psf_trial4_00002499.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957556.345389,psf_trial4_00002504.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957557.063109,psf_trial4_00002509.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957557.775173,psf_trial4_00002514.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957558.492156,psf_trial4_00002519.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957559.212856,psf_trial4_00002524.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957559.931506,psf_trial4_00002529.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957560.650512,psf_trial4_00002534.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957561.368476,psf_trial4_00002539.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957562.102333,psf_trial4_00002544.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957562.827979,psf_trial4_00002549.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957563.543400,psf_trial4_00002555.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957564.277181,psf_trial4_00002559.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957564.992720,psf_trial4_00002565.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957565.723279,psf_trial4_00002569.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957566.440131,psf_trial4_00002574.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957567.151428,psf_trial4_00002579.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957567.866640,psf_trial4_00002584.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957568.707640,psf_trial4_00002589.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957569.428576,psf_trial4_00002594.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957570.156926,psf_trial4_00002599.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957570.866546,psf_trial4_00002604.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957571.577049,psf_trial4_00002609.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957572.285202,psf_trial4_00002614.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957573.011765,psf_trial4_00002619.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957573.735837,psf_trial4_00002624.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957574.453664,psf_trial4_00002629.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957575.167058,psf_trial4_00002634.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957575.891567,psf_trial4_00002639.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957576.609422,psf_trial4_00002644.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957577.336544,psf_trial4_00002649.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957578.062087,psf_trial4_00002654.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957578.793256,psf_trial4_00002659.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957579.506274,psf_trial4_00002664.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957580.229863,psf_trial4_00002669.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957580.947996,psf_trial4_00002674.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957581.678662,psf_trial4_00002680.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957582.404193,psf_trial4_00002685.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957583.129672,psf_trial4_00002690.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957583.858810,psf_trial4_00002694.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957584.591454,psf_trial4_00002700.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957585.312406,psf_trial4_00002705.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957586.035371,psf_trial4_00002709.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957586.760041,psf_trial4_00002715.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957587.478215,psf_trial4_00002720.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
