time,filename,opd_retrieved,tip_retrieved,tilt_retrieved,y_shift_retrieved,x_shift_retrieved
1577957216.038951,psf_trial4_00000145.fits,0.001921,-0.006284,3.968945,50.000000,50.000000
1577957216.699333,psf_trial4_00000149.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957217.369098,psf_trial4_00000154.fits,0.001921,-0.006284,3.968945,50.000000,50.000000
1577957218.043995,psf_trial4_00000159.fits,0.001921,-0.006284,3.968945,50.000000,50.000000
1577957218.710580,psf_trial4_00000163.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957219.371195,psf_trial4_00000168.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957220.033378,psf_trial4_00000173.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957220.694825,psf_trial4_00000177.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957221.354466,psf_trial4_00000182.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957222.042845,psf_trial4_00000186.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957222.710951,psf_trial4_00000191.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957223.373053,psf_trial4_00000196.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957224.048527,psf_trial4_00000200.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957224.717033,psf_trial4_00000205.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957225.379695,psf_trial4_00000210.fits,0.001921,-0.006284,3.968945,50.000000,50.000000
1577957226.173269,psf_trial4_00000214.fits,0.001921,-0.006284,3.968945,50.000000,50.000000
1577957226.848390,psf_trial4_00000219.fits,0.001921,-0.006284,3.968945,50.000000,50.000000
1577957227.529835,psf_trial4_00000224.fits,0.002135,-0.006262,4.986770,50.000000,50.000000
1577957228.195519,psf_trial4_00000229.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957228.874513,psf_trial4_00000233.fits,0.003471,-0.003692,7.034749,50.000000,50.000000
1577957229.538004,psf_trial4_00000238.fits,0.003471,-0.003692,7.034749,50.000000,50.000000
1577957230.203621,psf_trial4_00000243.fits,0.003471,-0.003692,7.034749,50.000000,50.000000
1577957230.872717,psf_trial4_00000247.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957231.544101,psf_trial4_00000252.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957232.209908,psf_trial4_00000257.fits,0.002135,-0.006262,4.986770,50.000000,50.000000
1577957232.882361,psf_trial4_00000261.fits,0.002135,-0.006262,4.986770,50.000000,50.000000
1577957233.554265,psf_trial4_00000266.fits,0.002135,-0.006262,4.986770,50.000000,50.000000
1577957234.230455,psf_trial4_00000271.fits,0.002135,-0.006262,4.986770,50.000000,50.000000
1577957234.902425,psf_trial4_00000275.fits,0.002135,-0.006262,4.986770,50.000000,50.000000
1577957235.572317,psf_trial4_00000280.fits,0.002135,-0.006262,4.986770,50.000000,50.000000
1577957236.233725,psf_trial4_00000285.fits,0.002135,-0.006262,4.986770,50.000000,50.000000
1577957236.907861,psf_trial4_00000289.fits,0.001921,-0.006284,3.968945,50.000000,50.000000
1577957237.573704,psf_trial4_00000294.fits,0.001921,-0.006284,3.968945,50.000000,50.000000
1577957238.237047,psf_trial4_00000299.fits,0.001921,-0.006284,3.968945,50.000000,50.000000
1577957238.903181,psf_trial4_00000303.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957239.567220,psf_trial4_00000308.fits,0.003471,-0.003692,7.034749,50.000000,50.000000
1577957240.242221,psf_trial4_00000313.fits,0.003627,-0.003807,8.045783,50.000000,50.000000
1577957240.906347,psf_trial4_00000317.fits,0.003627,-0.003807,8.045783,50.000000,50.000000
1577957241.569148,psf_trial4_00000322.fits,0.003754,-0.003917,9.056370,50.000000,50.000000
1577957242.232556,psf_trial4_00000327.fits,0.003627,-0.003807,8.045783,50.000000,50.000000
1577957242.904461,psf_trial4_00000331.fits,0.003754,-0.003917,9.056370,50.000000,50.000000
1577957243.571833,psf_trial4_00000336.fits,0.003754,-0.003917,9.056370,50.000000,50.000000
1577957244.243056,psf_trial4_00000341.fits,0.003754,-0.003917,9.056370,50.000000,50.000000
1577957244.965604,psf_trial4_00000345.fits,0.003754,-0.003917,9.056370,50.000000,50.000000
1577957245.628477,psf_trial4_00000350.fits,0.003627,-0.003807,8.045783,50.000000,50.000000
1577957246.300833,psf_trial4_00000355.fits,0.003627,-0.003807,8.045783,50.000000,50.000000
1577957246.962453,psf_trial4_00000360.fits,0.003627,-0.003807,8.045783,50.000000,50.000000
1577957247.633900,psf_trial4_00000364.fits,0.003627,-0.003807,8.045783,50.000000,50.000000
1577957248.305855,psf_trial4_00000369.fits,0.003627,-0.003807,8.045783,50.000000,50.000000
1577957248.972210,psf_trial4_00000374.fits,0.003860,-0.003989,10.061231,50.000000,50.000000
1577957249.632130,psf_trial4_00000378.fits,0.003860,-0.003989,10.061231,50.000000,50.000000
1577957250.295332,psf_trial4_00000383.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957250.967963,psf_trial4_00000388.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957251.633056,psf_trial4_00000392.fits,0.003860,-0.003989,10.061231,50.000000,50.000000
1577957252.297827,psf_trial4_00000397.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957252.971970,psf_trial4_00000402.fits,0.741764,-0.004078,-9.310308,50.000000,51.000000
1577957253.649323,psf_trial4_00000406.fits,0.741764,-0.004078,-9.310308,50.000000,51.000000
1577957254.316657,psf_trial4_00000411.fits,0.741764,-0.004078,-9.310308,50.000000,51.000000
1577957254.981111,psf_trial4_00000416.fits,0.741764,-0.004078,-9.310308,50.000000,51.000000
1577957255.649269,psf_trial4_00000420.fits,0.741764,-0.004078,-9.310308,50.000000,51.000000
1577957256.325501,psf_trial4_00000425.fits,0.741764,-0.004078,-9.310308,50.000000,51.000000
1577957257.004073,psf_trial4_00000430.fits,0.741764,-0.004078,-9.310308,50.000000,51.000000
1577957257.689140,psf_trial4_00000434.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957258.373016,psf_trial4_00000439.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957259.042477,psf_trial4_00000444.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957259.715388,psf_trial4_00000449.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957260.389160,psf_trial4_00000453.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957261.059200,psf_trial4_00000458.fits,0.003860,-0.003989,10.061231,50.000000,50.000000
1577957261.737732,psf_trial4_00000463.fits,0.003860,-0.003989,10.061231,50.000000,50.000000
1577957262.410382,psf_trial4_00000467.fits,0.003860,-0.003989,10.061231,50.000000,50.000000
1577957263.321872,psf_trial4_00000472.fits,0.003754,-0.003917,9.056370,50.000000,50.000000
1577957263.985978,psf_trial4_00000477.fits,0.003754,-0.003917,9.056370,50.000000,50.000000
1577957264.657181,psf_trial4_00000482.fits,0.003754,-0.003917,9.056370,50.000000,50.000000
1577957265.330121,psf_trial4_00000487.fits,0.003754,-0.003917,9.056370,50.000000,50.000000
1577957266.017892,psf_trial4_00000491.fits,0.003860,-0.003989,10.061231,50.000000,50.000000
1577957266.692379,psf_trial4_00000496.fits,0.003860,-0.003989,10.061231,50.000000,50.000000
1577957267.357143,psf_trial4_00000501.fits,0.003860,-0.003989,10.061231,50.000000,50.000000
1577957268.028747,psf_trial4_00000505.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957268.699915,psf_trial4_00000510.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957269.371006,psf_trial4_00000515.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957270.047085,psf_trial4_00000519.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957270.720082,psf_trial4_00000524.fits,0.741516,-0.003970,-10.326663,50.000000,51.000000
1577957271.385367,psf_trial4_00000529.fits,0.003860,-0.003989,10.061231,50.000000,50.000000
1577957272.061052,psf_trial4_00000533.fits,0.003754,-0.003917,9.056370,50.000000,50.000000
1577957272.735345,psf_trial4_00000538.fits,0.003754,-0.003917,9.056370,50.000000,50.000000
1577957273.409061,psf_trial4_00000543.fits,0.003754,-0.003917,9.056370,50.000000,50.000000
1577957274.076018,psf_trial4_00000547.fits,0.003627,-0.003807,8.045783,50.000000,50.000000
1577957274.754231,psf_trial4_00000552.fits,0.003627,-0.003807,8.045783,50.000000,50.000000
1577957275.427693,psf_trial4_00000557.fits,0.003471,-0.003692,7.034749,50.000000,50.000000
1577957276.093171,psf_trial4_00000561.fits,0.003471,-0.003692,7.034749,50.000000,50.000000
1577957276.772997,psf_trial4_00000566.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957277.453501,psf_trial4_00000571.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957278.126149,psf_trial4_00000575.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957278.800844,psf_trial4_00000580.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957279.492488,psf_trial4_00000585.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957280.159670,psf_trial4_00000590.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957280.827016,psf_trial4_00000594.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957281.637288,psf_trial4_00000599.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957282.306325,psf_trial4_00000604.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957282.986312,psf_trial4_00000609.fits,0.003471,-0.003692,7.034749,50.000000,50.000000
1577957283.658123,psf_trial4_00000614.fits,0.003471,-0.003692,7.034749,50.000000,50.000000
1577957284.363130,psf_trial4_00000618.fits,0.003471,-0.003692,7.034749,50.000000,50.000000
1577957285.039970,psf_trial4_00000623.fits,0.003471,-0.003692,7.034749,50.000000,50.000000
1577957285.713789,psf_trial4_00000628.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957286.396667,psf_trial4_00000632.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957287.073754,psf_trial4_00000637.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957287.751372,psf_trial4_00000642.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957288.427400,psf_trial4_00000647.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957289.103601,psf_trial4_00000651.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957289.778738,psf_trial4_00000656.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957290.456979,psf_trial4_00000661.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957291.125414,psf_trial4_00000665.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957291.800041,psf_trial4_00000670.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957292.479461,psf_trial4_00000675.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957293.149902,psf_trial4_00000679.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957293.839610,psf_trial4_00000684.fits,0.004253,-0.013322,6.086659,50.000000,50.000000
1577957294.513273,psf_trial4_00000689.fits,0.002135,-0.006262,4.986770,50.000000,50.000000
1577957295.187221,psf_trial4_00000693.fits,0.002135,-0.006262,4.986770,50.000000,50.000000
1577957295.859101,psf_trial4_00000698.fits,0.001921,-0.006284,3.968945,50.000000,50.000000
1577957296.534399,psf_trial4_00000703.fits,0.001921,-0.006284,3.968945,50.000000,50.000000
1577957297.216217,psf_trial4_00000707.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957297.896375,psf_trial4_00000712.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957298.578074,psf_trial4_00000717.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957299.257386,psf_trial4_00000722.fits,0.001717,-0.006285,2.951402,50.000000,50.000000
1577957299.928948,psf_trial4_00000726.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957300.613658,psf_trial4_00000731.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957301.284688,psf_trial4_00000735.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957301.963185,psf_trial4_00000740.fits,0.001671,-0.006274,1.935642,50.000000,50.000000
1577957302.643101,psf_trial4_00000744.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957303.319389,psf_trial4_00000749.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957303.997566,psf_trial4_00000754.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957304.668175,psf_trial4_00000758.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957305.339120,psf_trial4_00000763.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957306.015110,psf_trial4_00000768.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957306.684938,psf_trial4_00000772.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957307.359092,psf_trial4_00000777.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957308.044224,psf_trial4_00000782.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957308.727879,psf_trial4_00000786.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957309.411726,psf_trial4_00000791.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957310.084970,psf_trial4_00000796.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957310.758881,psf_trial4_00000801.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957311.443630,psf_trial4_00000805.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957312.145464,psf_trial4_00000810.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957312.818661,psf_trial4_00000815.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957313.503907,psf_trial4_00000820.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577957314.191539,psf_trial4_00000824.fits,0.000396,-0.004706,1.014665,50.000000,50.000000
1577957314.871379,psf_trial4_00000829.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957315.549106,psf_trial4_00000834.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957316.232860,psf_trial4_00000839.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957316.910266,psf_trial4_00000843.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957317.595985,psf_trial4_00000848.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957318.272565,psf_trial4_00000853.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957319.046694,psf_trial4_00000858.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957319.734172,psf_trial4_00000862.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957320.415906,psf_trial4_00000867.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957321.098075,psf_trial4_00000872.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957321.774966,psf_trial4_00000877.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957322.453320,psf_trial4_00000881.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957323.154644,psf_trial4_00000886.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957323.831432,psf_trial4_00000891.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957324.511456,psf_trial4_00000896.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957325.193796,psf_trial4_00000900.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957325.873862,psf_trial4_00000905.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957326.551326,psf_trial4_00000910.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957327.227074,psf_trial4_00000915.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957327.915106,psf_trial4_00000919.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957328.601140,psf_trial4_00000924.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957329.279181,psf_trial4_00000929.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957329.969422,psf_trial4_00000934.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957330.658576,psf_trial4_00000938.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957331.342384,psf_trial4_00000943.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957332.038301,psf_trial4_00000948.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957332.729841,psf_trial4_00000953.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957333.408795,psf_trial4_00000958.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957334.095182,psf_trial4_00000962.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957334.790049,psf_trial4_00000967.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957335.476746,psf_trial4_00000972.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957336.165028,psf_trial4_00000977.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957336.856397,psf_trial4_00000982.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957337.667378,psf_trial4_00000987.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957338.365189,psf_trial4_00000991.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957339.048287,psf_trial4_00000996.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957339.737898,psf_trial4_00001001.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957340.425938,psf_trial4_00001006.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957341.102979,psf_trial4_00001010.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957341.789274,psf_trial4_00001015.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957342.486965,psf_trial4_00001020.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957343.194632,psf_trial4_00001025.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957343.871263,psf_trial4_00001030.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957344.576567,psf_trial4_00001034.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957345.256437,psf_trial4_00001039.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957345.938239,psf_trial4_00001044.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957346.614225,psf_trial4_00001049.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957347.300493,psf_trial4_00001053.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957348.002205,psf_trial4_00001058.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957348.683055,psf_trial4_00001063.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957349.363707,psf_trial4_00001068.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957350.054878,psf_trial4_00001072.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957350.745494,psf_trial4_00001077.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957351.432166,psf_trial4_00001082.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957352.120175,psf_trial4_00001087.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957352.806957,psf_trial4_00001092.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957353.496505,psf_trial4_00001097.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957354.183210,psf_trial4_00001101.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957354.871007,psf_trial4_00001106.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957355.555644,psf_trial4_00001111.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957356.242814,psf_trial4_00001116.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957356.933651,psf_trial4_00001120.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957357.615557,psf_trial4_00001125.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957358.318668,psf_trial4_00001130.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957359.014654,psf_trial4_00001134.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957359.704572,psf_trial4_00001139.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957360.398124,psf_trial4_00001144.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957361.091611,psf_trial4_00001149.fits,-0.003834,0.003892,-6.083263,50.000000,50.000000
1577957361.769814,psf_trial4_00001154.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957362.459586,psf_trial4_00001159.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957363.138926,psf_trial4_00001163.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957363.831729,psf_trial4_00001168.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957364.532832,psf_trial4_00001173.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957365.212326,psf_trial4_00001178.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957365.898038,psf_trial4_00001183.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957366.589802,psf_trial4_00001187.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957367.281001,psf_trial4_00001192.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957367.983345,psf_trial4_00001197.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957368.668988,psf_trial4_00001202.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957369.361142,psf_trial4_00001207.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957370.062890,psf_trial4_00001211.fits,-0.001717,-0.003200,-4.983451,50.000000,50.000000
1577957370.756940,psf_trial4_00001216.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957371.453302,psf_trial4_00001221.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957372.144114,psf_trial4_00001226.fits,-0.001621,-0.003182,-3.965677,50.000000,50.000000
1577957372.840872,psf_trial4_00001231.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957373.538929,psf_trial4_00001236.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957374.226004,psf_trial4_00001240.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957374.935502,psf_trial4_00001245.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957375.619406,psf_trial4_00001250.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957376.320594,psf_trial4_00001255.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957377.020351,psf_trial4_00001259.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957377.709647,psf_trial4_00001264.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957378.405463,psf_trial4_00001269.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957379.100905,psf_trial4_00001274.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957379.803790,psf_trial4_00001279.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957380.502116,psf_trial4_00001284.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957381.199546,psf_trial4_00001289.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957381.894136,psf_trial4_00001293.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957382.584220,psf_trial4_00001298.fits,-0.000082,-0.004694,-1.011254,50.000000,50.000000
1577957383.301237,psf_trial4_00001303.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957383.989561,psf_trial4_00001308.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957384.677421,psf_trial4_00001313.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957385.370215,psf_trial4_00001318.fits,-0.001291,-0.003121,-1.932288,50.000000,50.000000
1577957386.053409,psf_trial4_00001323.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957386.749887,psf_trial4_00001327.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
1577957387.449347,psf_trial4_00001332.fits,-0.001428,-0.003156,-2.948090,50.000000,50.000000
