filename,opd_injected,tip_injected,tilt_injected,x_shift_injected,y_shift_injected
psf_trial3_00004471.fits,0.0,39.00000000000002,0.0,,
psf_trial3_00002263.fits,0.0,20.0,0.0,,
psf_trial3_00000964.fits,0.0,9.0,0.0,,
psf_trial3_00000515.fits,0.0,10.0,0.0,,
psf_trial3_00009890.fits,0.0,43.00000000000001,0.0,,
psf_trial3_00000330.fits,0.0,2.0,0.0,,
psf_trial3_00001696.fits,0.0,7.000000000000001,0.0,,
psf_trial3_00000243.fits,0.0,-2.0,0.0,,
psf_trial3_00002647.fits,0.0,27.00000000000001,0.0,,
psf_trial3_00003817.fits,0.0,34.00000000000001,0.0,,
psf_trial3_00005165.fits,0.0,32.00000000000001,0.0,,
psf_trial3_00003958.fits,0.0,34.00000000000001,0.0,,
psf_trial3_00008952.fits,0.0,42.00000000000001,0.0,,
psf_trial3_00006943.fits,0.0,47.00000000000003,0.0,,
psf_trial3_00009317.fits,0.0,46.00000000000002,0.0,,
psf_trial3_00000507.fits,0.0,10.0,0.0,,
psf_trial3_00002418.fits,0.0,24.00000000000001,0.0,,
psf_trial3_00001250.fits,0.0,13.0,0.0,,
psf_trial3_00001819.fits,0.0,12.0,0.0,,
psf_trial3_00009252.fits,0.0,47.00000000000002,0.0,,
psf_trial3_00001567.fits,0.0,10.0,0.0,,
psf_trial3_00001458.fits,0.0,5.000000000000001,0.0,,
psf_trial3_00004969.fits,0.0,30.00000000000001,0.0,,
psf_trial3_00009157.fits,0.0,45.00000000000002,0.0,,
psf_trial3_00007848.fits,0.0,36.00000000000001,0.0,,
psf_trial3_00006559.fits,0.0,41.00000000000002,0.0,,
psf_trial3_00006015.fits,0.0,32.00000000000001,0.0,,
psf_trial3_00008053.fits,0.0,42.00000000000001,0.0,,
psf_trial3_00006767.fits,0.0,44.00000000000003,0.0,,
psf_trial3_00000690.fits,0.0,12.0,0.0,,
psf_trial3_00002221.fits,0.0,19.0,0.0,,
psf_trial3_00004300.fits,0.0,36.00000000000002,0.0,,
psf_trial3_00002852.fits,0.0,24.00000000000001,0.0,,
psf_trial3_00006019.fits,0.0,32.00000000000001,0.0,,
psf_trial3_00005847.fits,0.0,32.00000000000001,0.0,,
psf_trial3_00004699.fits,0.0,34.00000000000001,0.0,,
psf_trial3_00007940.fits,0.0,40.00000000000001,0.0,,
psf_trial3_00004546.fits,0.0,41.00000000000002,0.0,,
psf_trial3_00005258.fits,0.0,31.00000000000001,0.0,,
psf_trial3_00000224.fits,0.0,-3.0,0.0,,
psf_trial3_00001085.fits,0.0,7.000000000000001,0.0,,
psf_trial3_00007033.fits,0.0,50.00000000000002,0.0,,
psf_trial3_00005779.fits,0.0,33.00000000000001,0.0,,
psf_trial3_00006303.fits,0.0,38.00000000000002,0.0,,
psf_trial3_00003798.fits,0.0,35.00000000000001,0.0,,
psf_trial3_00006164.fits,0.0,32.00000000000001,0.0,,
psf_trial3_00007233.fits,0.0,55.00000000000003,0.0,,
psf_trial3_00008636.fits,0.0,38.00000000000001,0.0,,
psf_trial3_00008690.fits,0.0,35.00000000000001,0.0,,
psf_trial3_00002899.fits,0.0,23.00000000000001,0.0,,
psf_trial3_00003888.fits,0.0,37.00000000000002,0.0,,
psf_trial3_00000795.fits,0.0,9.0,0.0,,
