time,filename,opd_retrieved,tip_retrieved,tilt_retrieved,x_center_retrieved,y_center_retrieved
1577963886.247215,psf_trial6_00000169.fits,0.095443,4.576123,1.418177,50.000000,50.000000
1577963886.924851,psf_trial6_00000174.fits,0.094966,2.823397,1.417833,50.000000,50.000000
1577963887.596220,psf_trial6_00000178.fits,0.342643,4.379455,0.346636,50.000000,50.000000
1577963888.274435,psf_trial6_00000183.fits,0.252259,0.907051,4.154780,50.000000,50.000000
1577963888.951860,psf_trial6_00000188.fits,0.000263,1.036889,0.001837,50.000000,50.000000
1577963889.627528,psf_trial6_00000192.fits,0.000381,-0.026880,1.013697,50.000000,50.000000
1577963890.306451,psf_trial6_00000197.fits,0.001292,0.974612,1.981679,50.000000,50.000000
1577963890.981126,psf_trial6_00000202.fits,0.001292,0.974612,1.981679,50.000000,50.000000
1577963891.656265,psf_trial6_00000207.fits,0.000573,-0.608991,2.026433,50.000000,50.000000
1577963892.337186,psf_trial6_00000211.fits,0.092864,-0.587712,1.329137,50.000000,50.000000
1577963893.012224,psf_trial6_00000216.fits,-0.166786,-3.453616,-8.014245,50.000000,50.000000
1577963893.701650,psf_trial6_00000221.fits,-0.166509,-3.451127,-6.970031,50.000000,50.000000
1577963894.368546,psf_trial6_00000226.fits,-0.166509,-3.451127,-6.970031,50.000000,50.000000
1577963895.049273,psf_trial6_00000230.fits,-0.166421,-1.346348,-6.994937,50.000000,50.000000
1577963895.723972,psf_trial6_00000235.fits,-0.066274,-2.446904,-7.499187,50.000000,50.000000
1577963896.413873,psf_trial6_00000240.fits,-0.065246,0.183093,-6.474592,50.000000,50.000000
1577963897.095103,psf_trial6_00000244.fits,0.437059,0.280104,-6.367015,50.000000,50.000000
1577963897.778752,psf_trial6_00000249.fits,0.436771,-0.575117,-7.432085,50.000000,50.000000
1577963898.452929,psf_trial6_00000254.fits,0.186490,-5.940723,0.318867,50.000000,50.000000
