filename,opd_injected,tip_injected,tilt_injected,x_shift_injected,y_shift_injected
psf_trial2_00005748.fits,17.00000000000001,0.0,0.0,,
psf_trial2_00002641.fits,9.500000000000004,0.0,0.0,,
psf_trial2_00007862.fits,20.25000000000001,0.0,0.0,,
psf_trial2_00007070.fits,21.00000000000001,0.0,0.0,,
psf_trial2_00008491.fits,19.50000000000001,0.0,0.0,,
psf_trial2_00002627.fits,9.250000000000005,0.0,0.0,,
psf_trial2_00006268.fits,21.25000000000001,0.0,0.0,,
psf_trial2_00003332.fits,9.750000000000005,0.0,0.0,,
psf_trial2_00006037.fits,18.50000000000001,0.0,0.0,,
psf_trial2_00003579.fits,11.25000000000001,0.0,0.0,,
psf_trial2_00006136.fits,19.50000000000001,0.0,0.0,,
psf_trial2_00005710.fits,16.50000000000001,0.0,0.0,,
psf_trial2_00007339.fits,18.50000000000001,0.0,0.0,,
psf_trial2_00006967.fits,21.25000000000001,0.0,0.0,,
psf_trial2_00005257.fits,17.00000000000001,0.0,0.0,,
psf_trial2_00004454.fits,17.75000000000001,0.0,0.0,,
psf_trial2_00006394.fits,21.50000000000001,0.0,0.0,,
psf_trial2_00007022.fits,21.25000000000001,0.0,0.0,,
psf_trial2_00004627.fits,17.50000000000001,0.0,0.0,,
psf_trial2_00007644.fits,19.50000000000001,0.0,0.0,,
psf_trial2_00006190.fits,20.00000000000001,0.0,0.0,,
psf_trial2_00004656.fits,16.75000000000001,0.0,0.0,,
psf_trial2_00005193.fits,17.00000000000001,0.0,0.0,,
psf_trial2_00005312.fits,17.50000000000001,0.0,0.0,,
psf_trial2_00001889.fits,6.500000000000002,0.0,0.0,,
psf_trial2_00000411.fits,1.25,0.0,0.0,,
psf_trial2_00003845.fits,13.50000000000001,0.0,0.0,,
psf_trial2_00009154.fits,23.25000000000002,0.0,0.0,,
psf_trial2_00002087.fits,8.000000000000004,0.0,0.0,,
psf_trial2_00005703.fits,16.50000000000001,0.0,0.0,,
psf_trial2_00002358.fits,8.250000000000004,0.0,0.0,,
psf_trial2_00007463.fits,19.00000000000001,0.0,0.0,,
psf_trial2_00003930.fits,14.25000000000001,0.0,0.0,,
psf_trial2_00006223.fits,20.50000000000001,0.0,0.0,,
psf_trial2_00009747.fits,22.75000000000001,0.0,0.0,,
psf_trial2_00007382.fits,18.50000000000001,0.0,0.0,,
psf_trial2_00000546.fits,1.5,0.0,0.0,,
psf_trial2_00001226.fits,0.2499999999999999,0.0,0.0,,
psf_trial2_00002169.fits,8.000000000000004,0.0,0.0,,
psf_trial2_00005615.fits,17.00000000000001,0.0,0.0,,
psf_trial2_00006648.fits,21.25000000000001,0.0,0.0,,
psf_trial2_00000835.fits,-1.0,0.0,0.0,,
psf_trial2_00007308.fits,18.50000000000001,0.0,0.0,,
psf_trial2_00004099.fits,14.75000000000001,0.0,0.0,,
psf_trial2_00009575.fits,22.50000000000001,0.0,0.0,,
psf_trial2_00006225.fits,20.75000000000001,0.0,0.0,,
psf_trial2_00009751.fits,22.50000000000001,0.0,0.0,,
psf_trial2_00004301.fits,15.00000000000001,0.0,0.0,,
psf_trial2_00007117.fits,20.75000000000001,0.0,0.0,,
psf_trial2_00009309.fits,22.25000000000001,0.0,0.0,,
psf_trial2_00008927.fits,21.75000000000001,0.0,0.0,,
psf_trial2_00007351.fits,18.25000000000001,0.0,0.0,,
psf_trial2_00007602.fits,19.75000000000001,0.0,0.0,,
psf_trial2_00009952.fits,21.00000000000001,0.0,0.0,,
psf_trial2_00003263.fits,8.750000000000004,0.0,0.0,,
psf_trial2_00006345.fits,22.25000000000001,0.0,0.0,,
psf_trial2_00001893.fits,6.500000000000002,0.0,0.0,,
psf_trial2_00001628.fits,3.5,0.0,0.0,,
psf_trial2_00003388.fits,10.75000000000001,0.0,0.0,,
psf_trial2_00008850.fits,21.75000000000001,0.0,0.0,,
psf_trial2_00003453.fits,10.75000000000001,0.0,0.0,,
psf_trial2_00000542.fits,1.25,0.0,0.0,,
psf_trial2_00008618.fits,20.00000000000001,0.0,0.0,,
psf_trial2_00006578.fits,21.50000000000001,0.0,0.0,,
psf_trial2_00000181.fits,0.5000000000000001,0.0,0.0,,
psf_trial2_00001724.fits,4.750000000000001,0.0,0.0,,
psf_trial2_00002670.fits,9.750000000000005,0.0,0.0,,
psf_trial2_00007709.fits,19.75000000000001,0.0,0.0,,
psf_trial2_00008542.fits,19.50000000000001,0.0,0.0,,
psf_trial2_00003978.fits,13.50000000000001,0.0,0.0,,
psf_trial2_00009198.fits,23.00000000000002,0.0,0.0,,
psf_trial2_00001039.fits,1.75,0.0,0.0,,
psf_trial2_00002481.fits,9.500000000000004,0.0,0.0,,
psf_trial2_00007108.fits,21.25000000000001,0.0,0.0,,
psf_trial2_00000747.fits,0.2499999999999999,0.0,0.0,,
psf_trial2_00008437.fits,19.25000000000001,0.0,0.0,,
psf_trial2_00000839.fits,-1.0,0.0,0.0,,
psf_trial2_00005139.fits,17.50000000000001,0.0,0.0,,
psf_trial2_00006507.fits,21.00000000000001,0.0,0.0,,
psf_trial2_00007154.fits,20.00000000000001,0.0,0.0,,
psf_trial2_00006196.fits,20.25000000000001,0.0,0.0,,
psf_trial2_00008312.fits,19.75000000000001,0.0,0.0,,
psf_trial2_00000441.fits,1.5,0.0,0.0,,
psf_trial2_00002230.fits,8.250000000000004,0.0,0.0,,
psf_trial2_00009111.fits,23.00000000000002,0.0,0.0,,
psf_trial2_00006970.fits,21.25000000000001,0.0,0.0,,
psf_trial2_00009554.fits,22.00000000000002,0.0,0.0,,
psf_trial2_00006487.fits,20.50000000000001,0.0,0.0,,
psf_trial2_00002827.fits,10.00000000000001,0.0,0.0,,
psf_trial2_00004974.fits,17.75000000000001,0.0,0.0,,
psf_trial2_00001316.fits,1.0,0.0,0.0,,
psf_trial2_00008466.fits,19.25000000000001,0.0,0.0,,
psf_trial2_00002808.fits,9.500000000000004,0.0,0.0,,
psf_trial2_00000401.fits,1.25,0.0,0.0,,
psf_trial2_00008918.fits,21.75000000000001,0.0,0.0,,
psf_trial2_00002551.fits,9.250000000000005,0.0,0.0,,
psf_trial2_00003039.fits,8.750000000000004,0.0,0.0,,
psf_trial2_00003237.fits,8.750000000000004,0.0,0.0,,
psf_trial2_00007937.fits,20.75000000000001,0.0,0.0,,
psf_trial2_00002925.fits,9.750000000000005,0.0,0.0,,
psf_trial2_00002937.fits,9.500000000000004,0.0,0.0,,
psf_trial2_00008617.fits,20.00000000000001,0.0,0.0,,
psf_trial2_00000849.fits,-0.7500000000000002,0.0,0.0,,
psf_trial2_00000879.fits,-0.5000000000000001,0.0,0.0,,
psf_trial2_00000305.fits,0.5000000000000001,0.0,0.0,,
psf_trial2_00009988.fits,21.75000000000001,0.0,0.0,,
psf_trial2_00002445.fits,9.500000000000004,0.0,0.0,,
psf_trial2_00008943.fits,21.75000000000001,0.0,0.0,,
psf_trial2_00000953.fits,0.75,0.0,0.0,,
psf_trial2_00002512.fits,9.000000000000004,0.0,0.0,,
psf_trial2_00003486.fits,10.75000000000001,0.0,0.0,,
psf_trial2_00008286.fits,19.75000000000001,0.0,0.0,,
psf_trial2_00005132.fits,17.25000000000001,0.0,0.0,,
psf_trial2_00004609.fits,17.50000000000001,0.0,0.0,,
psf_trial2_00002072.fits,7.750000000000004,0.0,0.0,,
psf_trial2_00003079.fits,8.750000000000004,0.0,0.0,,
psf_trial2_00001687.fits,4.250000000000001,0.0,0.0,,
psf_trial2_00006586.fits,21.25000000000001,0.0,0.0,,
psf_trial2_00009773.fits,22.50000000000001,0.0,0.0,,
psf_trial2_00008005.fits,19.25000000000001,0.0,0.0,,
psf_trial2_00007592.fits,19.75000000000001,0.0,0.0,,
psf_trial2_00004706.fits,16.25000000000001,0.0,0.0,,
psf_trial2_00002953.fits,9.250000000000005,0.0,0.0,,
psf_trial2_00006084.fits,19.00000000000001,0.0,0.0,,
psf_trial2_00005712.fits,16.50000000000001,0.0,0.0,,
psf_trial2_00004212.fits,15.25000000000001,0.0,0.0,,
psf_trial2_00002131.fits,8.000000000000004,0.0,0.0,,
psf_trial2_00000558.fits,1.5,0.0,0.0,,
psf_trial2_00007853.fits,20.25000000000001,0.0,0.0,,
psf_trial2_00006704.fits,21.75000000000001,0.0,0.0,,
psf_trial2_00002529.fits,9.500000000000004,0.0,0.0,,
psf_trial2_00000098.fits,-0.5000000000000001,0.0,0.0,,
psf_trial2_00000120.fits,-0.75,0.0,0.0,,
psf_trial2_00004826.fits,16.50000000000001,0.0,0.0,,
psf_trial2_00004093.fits,14.75000000000001,0.0,0.0,,
psf_trial2_00004179.fits,14.25000000000001,0.0,0.0,,
psf_trial2_00002494.fits,9.500000000000004,0.0,0.0,,
psf_trial2_00003785.fits,12.75000000000001,0.0,0.0,,
psf_trial2_00001196.fits,0.5,0.0,0.0,,
psf_trial2_00003002.fits,8.500000000000004,0.0,0.0,,
psf_trial2_00003672.fits,12.50000000000001,0.0,0.0,,
psf_trial2_00004406.fits,16.75000000000001,0.0,0.0,,
psf_trial2_00003003.fits,8.500000000000004,0.0,0.0,,
psf_trial2_00001527.fits,2.75,0.0,0.0,,
psf_trial2_00005268.fits,17.25000000000001,0.0,0.0,,
psf_trial2_00008281.fits,19.50000000000001,0.0,0.0,,
psf_trial2_00002932.fits,9.750000000000005,0.0,0.0,,
psf_trial2_00001704.fits,4.250000000000001,0.0,0.0,,
psf_trial2_00004540.fits,18.00000000000001,0.0,0.0,,
psf_trial2_00007795.fits,19.50000000000001,0.0,0.0,,
psf_trial2_00006292.fits,22.00000000000002,0.0,0.0,,
psf_trial2_00004742.fits,16.25000000000001,0.0,0.0,,
psf_trial2_00008263.fits,19.75000000000001,0.0,0.0,,
psf_trial2_00001058.fits,1.25,0.0,0.0,,
psf_trial2_00009801.fits,23.00000000000002,0.0,0.0,,
psf_trial2_00008502.fits,19.50000000000001,0.0,0.0,,
psf_trial2_00002082.fits,8.000000000000004,0.0,0.0,,
psf_trial2_00005866.fits,17.50000000000001,0.0,0.0,,
psf_trial2_00008546.fits,19.50000000000001,0.0,0.0,,
psf_trial2_00003789.fits,12.75000000000001,0.0,0.0,,
psf_trial2_00003953.fits,14.00000000000001,0.0,0.0,,
psf_trial2_00008978.fits,22.00000000000002,0.0,0.0,,
psf_trial2_00009541.fits,21.25000000000001,0.0,0.0,,
psf_trial2_00008122.fits,19.25000000000001,0.0,0.0,,
psf_trial2_00002104.fits,7.750000000000004,0.0,0.0,,
psf_trial2_00000021.fits,0.0,0.0,0.0,,
psf_trial2_00003369.fits,10.50000000000001,0.0,0.0,,
psf_trial2_00009916.fits,22.00000000000002,0.0,0.0,,
psf_trial2_00000028.fits,0.0,0.0,0.0,,
psf_trial2_00009032.fits,22.25000000000001,0.0,0.0,,
psf_trial2_00006859.fits,21.00000000000001,0.0,0.0,,
psf_trial2_00001222.fits,-8.673617379884e-17,0.0,0.0,,
psf_trial2_00007036.fits,21.75000000000001,0.0,0.0,,
psf_trial2_00003273.fits,9.000000000000004,0.0,0.0,,
psf_trial2_00000446.fits,1.5,0.0,0.0,,
psf_trial2_00008759.fits,21.00000000000001,0.0,0.0,,
psf_trial2_00004524.fits,18.00000000000001,0.0,0.0,,
psf_trial2_00005025.fits,18.00000000000001,0.0,0.0,,
psf_trial2_00006758.fits,22.25000000000001,0.0,0.0,,
psf_trial2_00002240.fits,8.000000000000004,0.0,0.0,,
psf_trial2_00006532.fits,21.00000000000001,0.0,0.0,,
psf_trial2_00002408.fits,9.000000000000004,0.0,0.0,,
psf_trial2_00000921.fits,0.5,0.0,0.0,,
psf_trial2_00002069.fits,7.750000000000004,0.0,0.0,,
psf_trial2_00003867.fits,13.50000000000001,0.0,0.0,,
psf_trial2_00008817.fits,22.00000000000002,0.0,0.0,,
psf_trial2_00006796.fits,21.75000000000001,0.0,0.0,,
psf_trial2_00003370.fits,10.50000000000001,0.0,0.0,,
psf_trial2_00002603.fits,9.000000000000004,0.0,0.0,,
psf_trial2_00009882.fits,21.50000000000001,0.0,0.0,,
psf_trial2_00007480.fits,19.50000000000001,0.0,0.0,,
psf_trial2_00009505.fits,20.75000000000001,0.0,0.0,,
psf_trial2_00001168.fits,0.75,0.0,0.0,,
psf_trial2_00008425.fits,19.25000000000001,0.0,0.0,,
psf_trial2_00005222.fits,17.25000000000001,0.0,0.0,,
psf_trial2_00003892.fits,14.00000000000001,0.0,0.0,,
psf_trial2_00001611.fits,3.5,0.0,0.0,,
psf_trial2_00002166.fits,8.000000000000004,0.0,0.0,,
psf_trial2_00000280.fits,0.5000000000000001,0.0,0.0,,
psf_trial2_00002149.fits,8.000000000000004,0.0,0.0,,
psf_trial2_00007278.fits,19.00000000000001,0.0,0.0,,
psf_trial2_00009623.fits,22.00000000000002,0.0,0.0,,
psf_trial2_00003123.fits,8.000000000000004,0.0,0.0,,
psf_trial2_00002816.fits,9.500000000000004,0.0,0.0,,
psf_trial2_00000437.fits,1.5,0.0,0.0,,
psf_trial2_00002472.fits,9.500000000000004,0.0,0.0,,
psf_trial2_00006130.fits,19.50000000000001,0.0,0.0,,
psf_trial2_00003870.fits,13.50000000000001,0.0,0.0,,
psf_trial2_00008219.fits,19.25000000000001,0.0,0.0,,
psf_trial2_00009214.fits,22.25000000000001,0.0,0.0,,
psf_trial2_00003108.fits,8.750000000000004,0.0,0.0,,
psf_trial2_00005750.fits,17.00000000000001,0.0,0.0,,
psf_trial2_00006608.fits,21.25000000000001,0.0,0.0,,
psf_trial2_00008033.fits,18.75000000000001,0.0,0.0,,
psf_trial2_00005675.fits,15.75000000000001,0.0,0.0,,
psf_trial2_00004368.fits,16.50000000000001,0.0,0.0,,
psf_trial2_00004571.fits,18.00000000000001,0.0,0.0,,
psf_trial2_00006905.fits,20.50000000000001,0.0,0.0,,
psf_trial2_00008318.fits,19.75000000000001,0.0,0.0,,
psf_trial2_00002904.fits,10.00000000000001,0.0,0.0,,
psf_trial2_00009386.fits,21.75000000000001,0.0,0.0,,
psf_trial2_00008012.fits,19.25000000000001,0.0,0.0,,
psf_trial2_00005598.fits,17.00000000000001,0.0,0.0,,
psf_trial2_00002865.fits,9.750000000000005,0.0,0.0,,
psf_trial2_00000623.fits,0.5,0.0,0.0,,
psf_trial2_00007051.fits,21.50000000000001,0.0,0.0,,
psf_trial2_00003862.fits,13.25000000000001,0.0,0.0,,
