time,filename,opd_retrieved,tip_retrieved,tilt_retrieved,y_center_retrieved,x_center_retrieved
1577953922.649887,psf_trial2_00000170.fits,0.252216,0.043064,4.037617,50.000000,50.000000
1577953923.326641,psf_trial2_00000175.fits,0.252216,0.043064,4.037617,50.000000,50.000000
1577953923.998834,psf_trial2_00000179.fits,0.500194,-0.039091,-4.165881,50.000000,50.000000
1577953924.673298,psf_trial2_00000184.fits,0.252216,0.043064,4.037617,50.000000,50.000000
1577953925.358316,psf_trial2_00000189.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577953926.037495,psf_trial2_00000193.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577953926.711404,psf_trial2_00000198.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577953927.396929,psf_trial2_00000203.fits,0.252216,0.043064,4.037617,50.000000,50.000000
1577953928.069487,psf_trial2_00000207.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577953928.756492,psf_trial2_00000212.fits,0.252216,0.043064,4.037617,50.000000,50.000000
1577953929.433958,psf_trial2_00000217.fits,0.252216,0.043064,4.037617,50.000000,50.000000
1577953930.113552,psf_trial2_00000221.fits,0.252216,0.043064,4.037617,50.000000,50.000000
1577953930.796264,psf_trial2_00000226.fits,0.252216,0.043064,4.037617,50.000000,50.000000
1577953931.474180,psf_trial2_00000231.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577953932.153809,psf_trial2_00000236.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577953932.833328,psf_trial2_00000240.fits,0.000014,-0.004698,0.001701,50.000000,50.000000
1577953933.523464,psf_trial2_00000245.fits,-0.252262,-0.051637,-4.035771,50.000000,50.000000
1577953934.204188,psf_trial2_00000250.fits,-0.252262,-0.051637,-4.035771,50.000000,50.000000
1577953934.881412,psf_trial2_00000255.fits,0.252216,0.043064,4.037617,50.000000,50.000000
1577953935.556779,psf_trial2_00000259.fits,0.500194,-0.039091,-4.165881,50.000000,50.000000
1577953936.231752,psf_trial2_00000264.fits,0.500194,-0.039091,-4.165881,50.000000,50.000000
1577953936.903515,psf_trial2_00000269.fits,0.500194,-0.039091,-4.165881,50.000000,50.000000
1577953937.582451,psf_trial2_00000274.fits,0.500194,-0.039091,-4.165881,50.000000,50.000000
1577953938.255884,psf_trial2_00000278.fits,0.500194,-0.039091,-4.165881,50.000000,50.000000
1577953938.928163,psf_trial2_00000283.fits,0.500194,-0.039091,-4.165881,50.000000,50.000000
1577953939.612195,psf_trial2_00000288.fits,0.252216,0.043064,4.037617,50.000000,50.000000
1577953940.281170,psf_trial2_00000292.fits,0.252216,0.043064,4.037617,50.000000,50.000000
