,dummy,med_highFreqPerfect_L,med_highFreqPerfect_R,med_lowFreqPerfect,med_rect,normVec_highFreqPerfect_L_x,normVec_highFreqPerfect_L_y,normVec_highFreqPerfect_L_z,normVec_highFreqPerfect_R_x,normVec_highFreqPerfect_R_y,normVec_highFreqPerfect_R_z,normVec_lowFreqPerfect_x,normVec_lowFreqPerfect_y,normVec_lowFreqPerfect_z,normVec_rect_x,normVec_rect_y,normVec_rect_z,std_highFreqPerfect_L,std_highFreqPerfect_R,std_lowFreqPerfect,std_rect,time
0,0.1,237277.8196838806,237277.8196838807,252662.30061120522,239570.9103255638,-529.2066148516179,-140.54238299639638,565135.7618087014,529.2066148516192,140.5423830009555,-238563.03561150443,1.40565024203676e-09,-1.3163123924186948e-09,804922.121712486,5.458429932006514e-13,-1.4669465642214163e-10,543043.6654912302,122309.55215508553,122309.55215508553,2044471.2405646686,1474532.9728164861,1555722476.281829
1,0.1,225599.33701001812,225599.33701001812,257380.1141126245,246653.74868737915,-1138.1572654638862,-2703.4906049567508,2334902.0350329923,1138.1572654634506,2703.4906049517185,-2275075.409466874,1.2501810836562655e-09,-1.0070784206561711e-09,797502.6033337556,-2.9083749297775796e-12,-1.4239720513842258e-12,509429.7808355347,107780.68890148617,107780.68890148615,2028823.7451271557,1377291.510848715,1555722480.010177
